date,sleep_hours,energy_level,mood_score,exercise_minutes,interruptions,habits_planned,habits_completed,planned_task_hours,completed_task_hours,planned_study_hours,study_hours,planned_deep_work_hours,deep_work_hours,productivity_score
2025-05-27,4.7,1,4,30,5,6,0,7.5,0.75,6,0.25,0.5,0,6.6
2025-05-28,7.1,,3,0,4,6,3,9.5,2.75,5.75,2,1.5,0.75,36.3
2025-05-29,8.1,4,5,35,1,5,1,6.25,4.25,3.75,2.75,0.75,0.5,47.6
2025-05-30,7.9,4,3,,6,5,3,9.25,0.75,1.75,0.5,1.25,0.25,31.5
2025-05-31,5.8,3,,0,3,4,0,2.75,1.25,1.25,0.5,0.25,0,25.2
2025-06-01,8,6,7,70,4,4,2,4,2.5,1.5,1,1.25,0.75,53.2
2025-06-02,8.3,7,7,0,1,6,5,8,7,1.5,1.5,4.75,3.75,66.4
2025-06-03,6.4,5,4,0,5,6,2,7.5,4,4.75,1.75,0.5,0.25,42.7
2025-06-04,6.7,5,3,25,4,5,3,7,4.75,0.75,0.5,2.25,1.5,51.9
2025-06-05,4.7,1,4,0,2,6,0,6.25,1.5,0.75,0.25,3.5,1.25,14
2025-06-06,6.9,5,7,55,6,5,3,7,4.5,2.75,1.5,0.75,0.5,45.6
2025-06-07,6.6,5,5,25,1,4,3,0,0,0,0,0,0,25.7
2025-06-08,7.7,6,8,0,1,3,0,0.75,0.5,0.25,0.25,0.25,0.25,40.6
2025-06-09,5,1,3,0,7,6,1,6.5,0.25,1.5,0.25,2.5,0,0
2025-06-10,6.7,3,1,0,6,6,0,6.75,1.25,3.25,0.5,3,0,15.6
2025-06-11,7.2,3,2,25,4,6,2,8.25,3,5.75,1.75,1,0.25,34.4
2025-06-12,5.6,2,4,0,4,6,0,8.5,0.5,3.25,0.25,2.25,0,10.6
2025-06-13,5.3,1,4,0,2,6,2,6.25,0.5,2.25,0.75,1.25,0,12
2025-06-14,5.2,1,6,45,6,4,2,3.75,0.5,1.25,0.25,1,0.25,20.2
2025-06-15,6.9,3,3,0,4,3,0,2,0.5,0.5,0.25,0,0,17.7
2025-06-16,6.3,3,5,25,7,5,3,9,2.5,4,1.25,2.5,0.5,34.5
2025-06-17,5.3,3,5,50,,6,3,8.5,3,0.75,0.25,2.75,0.25,32.9
2025-06-18,7,4,5,15,3,6,2,5.25,2.75,1.25,0.75,2.75,1.5,40.1
2025-06-19,6.4,3,4,0,1,6,3,6.75,4,1,0.5,1.5,1,48.4
2025-06-20,5.6,3,4,10,3,6,2,5.75,2.25,1.5,0.5,1.25,0.25,25.5
2025-06-21,6.8,4,5,0,0,4,2,5.5,4.5,2,1.75,2,1.25,49
2025-06-22,8.4,4,5,20,5,4,2,3.25,2,1.25,0.75,1.25,0.75,40.7
2025-06-23,7.4,6,6,0,3,6,4,5.25,3.5,3.5,2.25,1.25,0.75,51.9
2025-06-24,7,5,7,0,2,6,3,5,3.75,2.5,2,1,0.75,55.9
2025-06-25,7.6,5,4,0,6,5,3,6,3.5,0.25,0.25,3.5,1.5,53.3
2025-06-26,6.3,6,4,25,5,6,4,7.25,6.25,2.75,1.75,1.25,1,58.6
2025-06-27,7.3,8,8,20,4,5,5,7.75,6.25,4.5,3.5,2.5,2,79.8
2025-06-28,7.7,6,5,0,3,4,2,3,2.25,1.25,0.75,1,0.75,50.2
2025-06-29,,4,6,40,0,4,3,2.25,1,1.25,0.5,0.25,0,47.6
2025-06-30,7.2,6,5,20,0,6,4,4.75,3,2,1.75,1,0.75,62.9
2025-07-01,6,3,4,0,2,5,2,8.5,4.75,4.75,4,1.25,0.75,45.4
2025-07-02,7.3,,5,60,3,6,5,6.5,5.5,2.5,1.5,0.75,0.5,61.2
2025-07-03,7.5,6,5,15,4,5,5,8,6,2.75,2,2.75,2,70.6
2025-07-04,4.2,1,6,105,4,6,2,5.25,1.5,2.25,0.75,0.75,0.25,25.5
2025-07-05,8.7,7,7,50,0,3,3,5.25,4.25,1.25,1,1.75,1.5,64.3
2025-07-06,5.1,5,7,40,5,3,3,3,2.25,0.5,0.5,0.5,0.25,45.7
2025-07-07,6.9,8,7,40,3,6,6,8.5,8.5,3,3,0.5,0.5,90.2
2025-07-08,8.4,9,8,0,5,6,5,5,4.5,1.25,1.25,1.75,1.75,71.2
2025-07-09,7.3,6,7,65,3,5,2,7,6.25,3.75,3.5,1,1,78.7
2025-07-10,5.8,5,3,10,6,5,3,5.5,4.75,3.75,3.25,0.75,0.5,57.2
2025-07-11,6.1,4,6,0,1,5,1,7.75,6,1.25,1,3.5,3.5,67.2
2025-07-12,8.4,6,7,60,,4,1,5.25,3.75,0.25,0.25,2.5,1,51.4
2025-07-13,5.8,2,4,0,4,3,0,2.75,1.5,0.5,0.25,0.25,0,26.5
2025-07-14,7.9,5,8,50,0,5,4,6.25,5.25,1.5,1.5,0.75,0.5,59.9
2025-07-15,6.8,4,4,35,5,5,3,8.25,4,5.25,3,0.75,0.25,50.4
2025-07-16,6.1,6,7,0,2,5,5,8.75,7,5,4.5,0.25,0.25,67.9
2025-07-17,6.6,6,9,60,4,5,3,4.75,3.5,0.5,0.25,1.25,0.75,52.5
2025-07-18,6.3,5,6,0,7,6,3,7.75,5.5,3.75,2.5,2.25,1.25,47.9
2025-07-19,8.5,5,6,65,2,4,3,3.5,3.25,0.75,0.75,1,0.75,57.6
2025-07-20,8.4,6,6,10,2,3,1,3.5,2.75,0.75,0.5,0.5,0.25,47.5
2025-07-21,5.5,2,7,15,3,6,4,5.5,2.5,1.25,0.5,1.25,0.5,35.4
2025-07-22,6.8,7,7,0,3,6,5,8.25,6.5,2.75,2,2.5,2,77.5
2025-07-23,6.6,7,9,0,9,5,5,5.5,4,2.25,1.75,2.25,1.5,59.7
2025-07-24,8.7,9,8,0,4,6,4,6.75,6.5,2.25,2,1.5,1.25,74.7
2025-07-25,6.3,5,6,50,2,6,4,7,5.75,1.75,1.5,2.25,2,66.8
2025-07-26,9.6,4,6,0,1,4,3,1.5,1.25,1.25,1.25,0.25,0.25,42.5
2025-07-27,7.8,5,6,55,4,3,3,4,2,2.5,1.5,0.5,0.25,57.3
2025-07-28,6.1,6,,50,5,5,3,6,4.5,3.25,2.25,2,1.5,59.9
2025-07-29,6.7,5,5,0,6,5,3,7.25,6,3.75,2.75,1,0.75,62.4
2025-07-30,6.7,5,6,30,3,5,4,8.25,6.5,2.5,1.75,0.75,0.5,69.4
2025-07-31,6.2,7,7,95,7,6,1,10,8.25,2.5,1.75,3,2.25,62
2025-08-01,7.5,8,9,0,3,6,6,5,5,3.25,3.25,0.5,0.5,78.2
2025-08-02,6.9,6,7,0,2,4,2,0.5,0.5,0.25,0.25,0,0,37.6
2025-08-03,,6,4,0,5,4,3,3.75,3,0.25,0.25,1.75,1.25,51.2
2025-08-04,7.2,7,5,0,7,6,5,8.25,8,1.25,1.25,2.5,2.25,67.8
2025-08-05,5.7,5,7,45,3,5,2,5.75,4.25,3.5,2.25,2,1,59.2
2025-08-06,6.7,8,8,45,2,5,4,6,5.5,1.5,1.25,0.75,0.75,71.4
2025-08-07,5.9,4,7,0,3,5,2,6.25,3.75,3.5,2.25,0.5,0.25,44
2025-08-08,6.1,5,7,45,3,5,2,7,4.75,2,1.25,2.75,2,62.1
2025-08-09,8.6,5,5,0,4,4,1,1,0.5,0.5,0.25,0,0,15.9
2025-08-10,6.7,1,3,30,4,3,0,1.5,0,0.25,0,0.5,0,4.4
2025-08-11,6.6,4,5,0,5,5,2,7,2.25,3,0.75,0.75,0,25.5
2025-08-12,5,1,2,0,6,5,1,5.25,0.5,0.5,0,3,0,7.7
2025-08-13,5.8,1,5,0,3,6,1,8,1.25,4.25,1,1.25,0.25,20.3
2025-08-14,6.6,1,3,70,8,6,1,7,0.75,3.25,0.75,1,0,19.7
2025-08-15,5.9,2,2,0,6,5,0,8.5,2.75,4.25,1.25,1.25,0.25,19.3
2025-08-16,8.2,6,,0,2,3,3,1.5,0.75,0.25,0.25,0.5,0.25,46.7
2025-08-17,6.7,6,8,25,3,3,2,3.75,3.5,1.5,1.25,0.25,0.25,55.9
2025-08-18,6.9,6,6,20,1,6,5,7,5,2,1.75,1.25,1,65.2
2025-08-19,6.7,8,9,0,0,5,4,8.75,8.25,1.5,1.5,0.75,0.75,79.5
2025-08-20,7.6,6,5,25,3,6,5,7.25,6,2.75,2.5,0.75,0.5,64.4
2025-08-21,6.8,6,6,45,1,6,6,6.75,6.25,1,1,2.25,2.25,74.1
2025-08-22,6.9,6,6,0,2,6,5,5.75,5,1.75,1.25,1.25,1.25,63.4
2025-08-23,7.5,5,5,0,2,3,2,1,0.75,0,0,0.75,0.5,33.7
2025-08-24,,6,6,45,2,3,1,3.5,3,2,1.75,0.25,0.25,44.5
2025-08-25,7.2,3,5,20,5,5,4,6,2.5,1.75,0.75,3,1.25,41.1
2025-08-26,7,6,5,70,5,6,5,7.75,4.5,2,1.25,2.25,1.5,55.9
2025-08-27,6.6,3,4,0,5,5,0,4.5,2,1.75,0.75,1.75,0.5,29.6
2025-08-28,6.5,7,6,20,5,5,4,8.75,8.25,4.5,3.75,1.5,1.25,72.5
2025-08-29,7.7,6,5,40,4,5,4,7.75,6.25,1,0.75,4.5,3,67.8
2025-08-30,7.3,7,6,40,6,4,3,3.25,3,1.5,1.25,1,0.75,61
2025-08-31,7.2,5,5,0,2,4,3,3.5,1.75,0.5,0.25,1,0.5,43.5
2025-09-01,7.1,5,4,0,4,5,3,6.75,4.5,2.5,1.5,0.75,0.5,50.7
2025-09-02,8.6,6,7,10,4,6,5,5.5,4,0.75,0.5,0.25,0.25,55.4
2025-09-03,5.7,3,7,55,4,6,5,6.75,2.25,0.5,0.25,2.75,0.75,46.7
2025-09-04,7.4,5,6,0,3,6,3,5.75,3.75,1,0.5,1.25,0.75,51
2025-09-05,5.3,,5,60,7,6,2,7.75,1.5,1.5,0.5,3.5,1,32.1
2025-09-06,7.7,6,5,0,4,3,1,3,2,1.25,0.75,1.25,0.5,45
2025-09-07,8.7,5,5,40,3,4,3,2.5,1.75,0.5,0.25,1,0.5,43
2025-09-08,7.3,8,7,0,3,6,6,7.5,6,3.75,3,0.5,0.25,71.2
2025-09-09,7.1,5,3,10,4,6,5,8.25,6.25,2,1.75,1.5,1,59.3
2025-09-10,6.2,5,5,0,2,6,2,6.5,5,1.5,0.75,2,1.25,47.1
2025-09-11,6.8,4,6,40,6,6,3,6.5,3.25,3.75,2.25,1.75,0.75,47
2025-09-12,6.7,5,4,5,5,5,3,7.5,6,0.75,0.5,2.5,1.5,52.7
2025-09-13,6.9,4,6,0,4,4,4,4.25,3.25,1.25,0.75,1.5,0.75,46.8
2025-09-14,7.5,6,7,50,2,4,4,2,1.75,0.25,0.25,0.25,0.25,51.9
2025-09-15,7,5,3,0,5,5,3,5.5,2,2,0.5,0.75,0.25,33.4
2025-09-16,6.3,6,6,0,5,5,4,5.75,4.75,3,2,1.75,1,58.5
2025-09-17,,,4,0,6,6,3,7.75,3.5,3,1.5,1.5,0.25,42.7
2025-09-18,5.6,4,,0,3,5,2,8.25,4.5,2,0.75,2.75,1.25,38.4
2025-09-19,7.4,6,7,50,3,6,4,5.75,4.5,0.5,0.5,3.25,2.25,61
2025-09-20,8.4,9,8,0,1,4,3,3.25,3.25,1,1,0.5,0.5,69.4
2025-09-21,8.4,8,7,15,4,4,4,3,3,1.5,1.5,0.5,0.5,65.6
2025-09-22,8.5,10,9,30,2,5,5,7,7,2,1.75,1,1,84.9
2025-09-23,7.6,7,6,0,3,5,5,8.75,7.25,2.5,2.5,2.25,1.75,75.3
2025-09-24,7.8,6,7,55,3,6,5,8,7.75,2.5,2.5,1.5,1.25,80.3
2025-09-25,7.8,6,6,25,3,6,6,8,6.75,4.75,3.25,2,1.5,77.7
2025-09-26,7.4,9,8,5,6,5,4,9.5,7.5,1,0.75,3.75,2.75,71.5
2025-09-27,7.5,8,8,15,3,3,3,1.5,1.5,0.75,0.75,0.25,0.25,56
